r_kpc,v_km_s,sigma_km_s,r_m,v_m_s,sigma_m_s
9.669333333333334,220.8323333333333,6.9465,2.983644508988267e+20,220832.3333333333,6946.5
8.628,196.398,6.778999999999996,2.6623226168868e+20,196398.0,6778.999999999996
10.996666666666668,211.471,18.716000000000008,3.3932167799063334e+20,211471.0,18716.000000000007
15.112666666666664,259.0593333333333,19.3595,4.663281672245932e+20,259059.3333333333,19359.5
15.705333333333334,177.10500000000002,58.432,4.8461594968798665e+20,177105.00000000003,58432.0
13.569,190.13466666666667,43.593500000000006,4.1869559096589e+20,190134.6666666667,43593.50000000001
13.685,196.967,14.566999999999991,4.2227497695985e+20,196967.0,14566.99999999999
12.992,231.11,19.758,4.0089123132352004e+20,231110.0,19758.0
12.022,195.99566666666664,14.974500000000006,3.7096015878782e+20,195995.66666666663,14974.500000000005
8.378,231.71366666666668,9.1635,2.5851806773618e+20,231713.6666666667,9163.5
11.456666666666669,219.98,30.348,3.535157948632334e+20,219980.0,30348.0
12.335333333333333,203.36333333333332,10.183499999999997,3.806286152082866e+20,203363.3333333333,10183.499999999996
16.197,198.296,64.642,4.9978719779456995e+20,198296.0,64641.99999999999
8.436,209.6013333333333,5.3444999999999965,2.6030776073315998e+20,209601.33333333328,5344.499999999996
8.383333333333333,165.66133333333337,3.577500000000001,2.5868263720716665e+20,165661.33333333337,3577.500000000001
11.694,201.97833333333332,24.650499999999997,3.6083913632214005e+20,201978.3333333333,24650.499999999996
12.655666666666669,210.21566666666664,12.373499999999993,3.905130690594234e+20,210215.66666666663,12373.499999999993
8.741,199.124,4.319999999999993,2.6971907735520998e+20,199124.0,4319.999999999993
9.453333333333331,199.12,4.621000000000009,2.916993873238666e+20,199120.0,4621.000000000009
8.440666666666667,192.5573333333333,3.463499999999996,2.6045175902027334e+20,192557.3333333333,3463.499999999996
16.488,213.22466666666665,70.4385,5.0876651955527995e+20,213224.66666666666,70438.5
12.716333333333331,182.3673333333333,18.911500000000004,3.9238504679189656e+20,182367.3333333333,18911.500000000004
14.26,211.37366666666665,16.742500000000007,4.400176230506e+20,211373.66666666666,16742.500000000007
10.700666666666669,208.6173333333333,17.786500000000004,3.3018807235087335e+20,208617.3333333333,17786.500000000004
10.508,143.70166666666668,26.402500000000003,3.2424300021148e+20,143701.6666666667,26402.500000000004
8.862,192.245,3.079000000000008,2.7345274722822e+20,192245.0,3079.000000000008
11.744666666666664,224.305,33.041,3.6240254629651323e+20,224305.0,33041.0
11.3,195.92066666666665,12.5385,3.48681566653e+20,195920.66666666666,12538.5
12.465000000000002,205.838,19.461,3.8462971047165e+20,205838.0,19461.0
9.498,212.639,13.006,2.9307765664337995e+20,212639.0,13006.0
11.841,215.109,29.355000000000004,3.6537508236620995e+20,215109.0,29355.000000000004
9.447,169.068,9.088000000000008,2.9150396107706997e+20,169068.0,9088.000000000007
12.049,219.96400000000003,16.943000000000012,3.7179329173469e+20,219964.00000000003,16943.00000000001
8.853,192.623,7.911000000000001,2.7317503624593e+20,192623.0,7911.000000000002
10.506666666666666,187.622,11.14800000000001,3.242018578437333e+20,187622.0,11148.000000000011
16.083,319.1943333333333,67.63349999999998,4.9626952535222996e+20,319194.3333333333,67633.49999999999
6.324333333333333,180.741,12.406999999999996,1.9514853581437665e+20,180741.0,12406.999999999996
6.277666666666666,181.356,10.885000000000003,1.937085529432433e+20,181356.0,10885.000000000004
6.2123333333333335,245.23233333333332,15.298500000000004,1.9169257692365665e+20,245232.3333333333,15298.500000000004
7.830333333333333,238.754,21.996999999999986,2.4161884018423664e+20,238754.0,21996.999999999985
5.902333333333334,204.58,9.036,1.8212697642255666e+20,204580.0,9036.0
6.095,204.04533333333333,16.82650000000001,1.8807204856195e+20,204045.33333333334,16826.50000000001
5.285666666666667,235.4143333333333,20.798500000000004,1.6309863133972333e+20,235414.3333333333,20798.500000000004
6.142,219.01433333333333,4.789500000000004,1.8952231702502002e+20,219014.3333333333,4789.500000000004
5.224333333333334,201.0916666666667,20.1665,1.6120608242337667e+20,201091.6666666667,20166.5
5.293666666666667,201.8693333333333,18.21650000000001,1.633454855462033e+20,201869.33333333328,18216.50000000001
6.346666666666667,218.229,12.11800000000001,1.9583767047413334e+20,218229.0,12118.00000000001
7.399666666666666,212.58766666666668,5.089500000000001,2.283298554020633e+20,212587.6666666667,5089.500000000001
7.228666666666666,208.77666666666664,2.1965000000000003,2.2305334673855332e+20,208776.66666666663,2196.5000000000005
7.146,200.8803333333333,2.0715000000000003,2.2050251993825998e+20,200880.3333333333,2071.5000000000005
7.205000000000001,201.43566666666663,1.8185,2.2232306971105e+20,201435.66666666663,1818.5
7.393333333333333,205.94,3.7239999999999895,2.2813442915526663e+20,205940.0,3723.9999999999895
9.194333333333336,201.86533333333333,35.9785,2.8370748238907674e+20,201865.3333333333,35978.5
7.590666666666667,203.4813333333333,0.4274999999999949,2.3422349958177335e+20,203481.3333333333,427.4999999999949
8.055333333333332,201.386,10.211,2.485616147414866e+20,201386.0,10211.0
8.048,197.1443333333333,3.3545000000000016,2.4833533171888e+20,197144.33333333328,3354.500000000002
7.965,199.12966666666668,3.0134999999999934,2.4577421932665e+20,199129.6666666667,3013.4999999999936
7.995,203.38,1.522999999999996,2.4669992260095e+20,203380.0,1522.999999999996
9.346,162.47133333333335,18.102500000000006,2.8838742672026e+20,162471.33333333334,18102.500000000007
8.606666666666667,168.31133333333335,5.749499999999998,2.6557398380473336e+20,168311.33333333334,5749.499999999997
8.138,211.65166666666664,1.2824999999999989,2.5111244154177998e+20,211651.66666666663,1282.4999999999989
8.092,202.09333333333333,1.0365000000000038,2.4969302985452002e+20,202093.33333333334,1036.5000000000036
11.403666666666666,149.153,41.215,3.518803857453033e+20,149153.0,41215.0
10.747,170.27166666666665,38.8065,3.3161776963007e+20,170271.66666666666,38806.5
8.072666666666667,187.49366666666663,0.978500000000011,2.4909646552219333e+20,187493.66666666663,978.500000000011
9.833999999999998,184.67,22.90900000000001,3.034455333155399e+20,184670.0,22909.00000000001
8.259666666666666,189.373,2.5919999999999987,2.548666825986633e+20,189373.0,2591.9999999999986
8.461666666666666,188.915,4.069000000000003,2.610997513122833e+20,188915.0,4069.0000000000027
8.177333333333335,193.44133333333332,2.200499999999991,2.523261413903067e+20,193441.3333333333,2200.499999999991
9.446666666666667,179.11033333333333,15.944500000000003,2.9149367548513334e+20,179110.33333333334,15944.500000000004
8.305,198.369,1.4269999999999925,2.5626552310205e+20,198369.0,1426.9999999999925
9.577,188.01666666666665,4.5535,2.9551534193237e+20,188016.66666666666,4553.5
10.97,350.982,30.703000000000003,3.384988306357e+20,350982.0,30703.000000000004
8.562333333333333,201.02566666666667,4.798500000000004,2.6420600007715665e+20,201025.66666666666,4798.500000000005
11.839,215.60566666666668,38.703500000000005,3.6531336881459e+20,215605.6666666667,38703.50000000001
11.839,215.60566666666668,38.703500000000005,3.6531336881459e+20,215605.6666666667,38703.50000000001
9.207,177.061,6.248999999999995,2.8409833488267002e+20,177061.0,6248.999999999995
9.396333333333333,164.06,13.789,2.8994055110269665e+20,164060.0,13789.0
9.585,167.46033333333332,18.9545,2.9576219613885e+20,167460.3333333333,18954.5
9.409999999999998,169.4463333333333,13.84750000000001,2.9036226037209992e+20,169446.3333333333,13847.500000000011
9.869,187.17366666666663,18.179500000000004,3.0452552046888996e+20,187173.66666666663,18179.500000000004
9.163666666666666,173.001,11.277999999999992,2.827612079309033e+20,173001.0,11277.99999999999
8.784999999999998,179.804,7.085999999999999,2.7107677549084993e+20,179804.0,7085.999999999999
10.242,198.292,21.38300000000001,3.1603509784602005e+20,198292.0,21383.00000000001
9.291000000000002,174.9766666666667,11.362499999999995,2.8669030405071005e+20,174976.6666666667,11362.499999999995
9.617666666666668,192.827,15.834000000000003,2.9677018414864335e+20,192827.0,15834.000000000004
8.98,159.93500000000003,8.015999999999991,2.770938467738e+20,159935.00000000003,8015.999999999991
9.52,190.702,13.823000000000008,2.9375650571119998e+20,190702.0,13823.000000000007
9.382666666666667,191.772,12.310000000000002,2.8951884183329335e+20,191772.0,12310.000000000002
9.572333333333331,163.145,8.346000000000004,2.953713436452566e+20,163145.0,8346.000000000004
9.669333333333334,220.8323333333333,6.9465,2.983644508988267e+20,220832.3333333333,6946.5
8.628,196.398,6.778999999999996,2.6623226168868e+20,196398.0,6778.999999999996
10.996666666666668,211.471,18.716000000000008,3.3932167799063334e+20,211471.0,18716.000000000007
15.112666666666664,259.0593333333333,19.3595,4.663281672245932e+20,259059.3333333333,19359.5
15.705333333333334,177.10500000000002,58.432,4.8461594968798665e+20,177105.00000000003,58432.0
13.569,190.13466666666667,43.593500000000006,4.1869559096589e+20,190134.6666666667,43593.50000000001
13.685,196.967,14.566999999999991,4.2227497695985e+20,196967.0,14566.99999999999
12.992,231.11,19.758,4.0089123132352004e+20,231110.0,19758.0
12.022,195.99566666666664,14.974500000000006,3.7096015878782e+20,195995.66666666663,14974.500000000005
8.378,231.71366666666668,9.1635,2.5851806773618e+20,231713.6666666667,9163.5
11.456666666666669,219.98,30.348,3.535157948632334e+20,219980.0,30348.0
12.335333333333333,203.36333333333332,10.183499999999997,3.806286152082866e+20,203363.3333333333,10183.499999999996
16.197,198.296,64.642,4.9978719779456995e+20,198296.0,64641.99999999999
8.436,209.6013333333333,5.3444999999999965,2.6030776073315998e+20,209601.33333333328,5344.499999999996
8.383333333333333,165.66133333333337,3.577500000000001,2.5868263720716665e+20,165661.33333333337,3577.500000000001
11.694,201.97833333333332,24.650499999999997,3.6083913632214005e+20,201978.3333333333,24650.499999999996
12.655666666666669,210.21566666666664,12.373499999999993,3.905130690594234e+20,210215.66666666663,12373.499999999993
8.741,199.124,4.319999999999993,2.6971907735520998e+20,199124.0,4319.999999999993
9.453333333333331,199.12,4.621000000000009,2.916993873238666e+20,199120.0,4621.000000000009
8.440666666666667,192.5573333333333,3.463499999999996,2.6045175902027334e+20,192557.3333333333,3463.499999999996
16.488,213.22466666666665,70.4385,5.0876651955527995e+20,213224.66666666666,70438.5
12.716333333333331,182.3673333333333,18.911500000000004,3.9238504679189656e+20,182367.3333333333,18911.500000000004
14.26,211.37366666666665,16.742500000000007,4.400176230506e+20,211373.66666666666,16742.500000000007
10.700666666666669,208.6173333333333,17.786500000000004,3.3018807235087335e+20,208617.3333333333,17786.500000000004
10.508,143.70166666666668,26.402500000000003,3.2424300021148e+20,143701.6666666667,26402.500000000004
8.862,192.245,3.079000000000008,2.7345274722822e+20,192245.0,3079.000000000008
11.744666666666664,224.305,33.041,3.6240254629651323e+20,224305.0,33041.0
11.3,195.92066666666665,12.5385,3.48681566653e+20,195920.66666666666,12538.5
12.465000000000002,205.838,19.461,3.8462971047165e+20,205838.0,19461.0
9.498,212.639,13.006,2.9307765664337995e+20,212639.0,13006.0
11.841,215.109,29.355000000000004,3.6537508236620995e+20,215109.0,29355.000000000004
9.447,169.068,9.088000000000008,2.9150396107706997e+20,169068.0,9088.000000000007
12.049,219.96400000000003,16.943000000000012,3.7179329173469e+20,219964.00000000003,16943.00000000001
8.853,192.623,7.911000000000001,2.7317503624593e+20,192623.0,7911.000000000002
10.506666666666666,187.622,11.14800000000001,3.242018578437333e+20,187622.0,11148.000000000011
16.083,319.1943333333333,67.63349999999998,4.9626952535222996e+20,319194.3333333333,67633.49999999999
2.7999999999999994,196.0,16.0,8.639897226799999e+19,196000.0,16000.0
3.6,208.0,15.0,1.11084392916e+20,208000.0,15000.0
4.4,215.0,20.0,1.3576981356400001e+20,215000.0,20000.0
5.2,205.0,12.0,1.60455234212e+20,205000.0,12000.0
6.0,211.0,6.0,1.8514065486e+20,211000.0,6000.0
6.8,208.0,8.0,2.09826075508e+20,208000.0,8000.0
7.599999999999999,203.0,8.0,2.3451149615599996e+20,203000.0,8000.0
8.0,200.0,0.5,2.4685420648e+20,200000.0,500.0
9.12,193.0,6.5,2.8141379538719998e+20,193000.0,6500.0
10.4,214.0,16.0,3.20910468424e+20,214000.0,16000.0
11.2,225.0,18.0,3.4559588907199994e+20,225000.0,18000.0
11.920000000000002,223.0,21.0,3.678127676552e+20,223000.0,21000.0
12.72,222.5,17.0,3.924981883032e+20,222500.0,17000.0
13.44,218.0,14.0,4.147150668864e+20,218000.0,14000.0
14.4,225.0,16.0,4.44337571664e+20,225000.0,16000.0
15.6,235.0,25.0,4.81365702636e+20,235000.0,25000.0
16.88,232.0,20.0,5.2086237567279995e+20,232000.0,20000.0
17.76,222.0,33.0,5.4801633838560005e+20,222000.0,33000.0
19.52,219.5,30.0,6.023242638111999e+20,219500.0,30000.0
20.24,202.5,34.0,6.245411423943999e+20,202500.0,34000.0
0.02,212.8866119,,6.171355162e+17,212886.6119,
0.04,228.5732574,,1.2342710324e+18,228573.2574,
0.06,237.8198395,,1.8514065485999997e+18,237819.8395,
0.08,243.618515,,2.4685420648e+18,243618.515,
0.1,247.3328094,,3.085677581e+18,247332.8094,
0.12,249.6887665,,3.7028130971999995e+18,249688.76650000003,
0.14,251.1132202,,4.3199486134000005e+18,251113.2202,
0.16,251.8751221,,4.9370841296e+18,251875.1221,
0.18,252.1526947,,5.5542196458e+18,252152.69470000002,
0.2,252.0689697,,6.171355162e+18,252068.9697,
0.22,251.7113647,,6.788490678199999e+18,251711.36469999998,
0.24,251.1437836,,7.405626194399999e+18,251143.7836,
0.26,250.4138641,,8.022761710600001e+18,250413.8641,
0.28,249.5576782,,8.639897226800001e+18,249557.6782,
0.3,248.6030731,,9.257032742999998e+18,248603.07309999998,
0.32,247.5716858,,9.8741682592e+18,247571.6858,
0.34,246.4806366,,1.04913037754e+19,246480.6366,
0.36,245.3435059,,1.11084392916e+19,245343.5059,
0.38,244.1712494,,1.17255748078e+19,244171.2494,
0.4,242.9726105,,1.2342710324e+19,242972.6105,
0.42,241.754776,,1.29598458402e+19,241754.77599999998,
0.44,240.5235443,,1.3576981356399999e+19,240523.5443,
0.46,239.2837677,,1.41941168726e+19,239283.7677,
0.48,238.0393219,,1.4811252388799998e+19,238039.3219,
0.5,236.793457,,1.5428387905e+19,236793.457,
0.52,235.5488739,,1.6045523421200001e+19,235548.87389999998,
0.54,234.3077545,,1.66626589374e+19,234307.75449999998,
0.56,233.0719299,,1.7279794453600002e+19,233071.9299,
0.58,231.8429413,,1.7896929969799997e+19,231842.9413,
0.6,230.6219635,,1.8514065485999997e+19,230621.96349999998,
0.62,229.41008,,1.91312010022e+19,229410.08,
0.64,228.2080841,,1.97483365184e+19,228208.0841,
0.66,227.0167084,,2.03654720346e+19,227016.7084,
0.68,225.8363953,,2.09826075508e+19,225836.3953,
0.7,224.6676941,,2.1599743066999996e+19,224667.6941,
0.72,223.5108795,,2.22168785832e+19,223510.87949999998,
0.74,222.3661957,,2.28340140994e+19,222366.19569999998,
0.76,221.2338867,,2.34511496156e+19,221233.8867,
0.78,220.1140289,,2.40682851318e+19,220114.0289,
0.8,219.0067291,,2.4685420648e+19,219006.7291,
0.82,217.9120331,,2.5302556164199997e+19,217912.0331,
0.84,216.8299408,,2.59196916804e+19,216829.9408,
0.86,215.7604218,,2.65368271966e+19,215760.42179999998,
0.88,214.7034302,,2.7153962712799998e+19,214703.4302,
0.9,213.658905,,2.7771098229e+19,213658.905,
0.92,212.6267395,,2.83882337452e+19,212626.73950000003,
0.94,211.606842,,2.90053692614e+19,211606.842,
0.96,210.5990753,,2.9622504777599996e+19,210599.0753,
0.98,209.6033478,,3.0239640293799997e+19,209603.3478,
1.0,208.6194763,,3.085677581e+19,208619.4763,
1.02,207.6473694,,3.14739113262e+19,207647.3694,
1.04,206.6868134,,3.2091046842400002e+19,206686.8134,
1.0599999,205.7377014,,3.270817927292242e+19,205737.7014,
1.0799999,204.7999115,,3.3325314789122417e+19,204799.91150000002,
1.1,203.8731689,,3.3942453391000003e+19,203873.1689,
1.12,202.957428,,3.4559588907200004e+19,202957.42799999999,
1.14,202.0524445,,3.5176724423399997e+19,202052.4445,
1.16,201.1581116,,3.5793859939599995e+19,201158.1116,
1.1799999,200.2742462,,3.641099237012242e+19,200274.2462,
1.1999999,199.4006653,,3.702812788632242e+19,199400.6653,
1.22,198.5372162,,3.7645266488199995e+19,198537.2162,
1.24,197.6837463,,3.82624020044e+19,197683.7463,
1.26,196.8400879,,3.88795375206e+19,196840.08789999998,
1.28,196.0061035,,3.94966730368e+19,196006.1035,
1.3,195.1816101,,4.0113808553e+19,195181.6101,
1.3199999,194.3664703,,4.073094098352242e+19,194366.47030000002,
1.3399999,193.5605011,,4.134807649972242e+19,193560.50110000002,
1.36,192.7635956,,4.19652151016e+19,192763.5956,
1.38,191.9755707,,4.258235061779999e+19,191975.57069999998,
1.4,191.1962891,,4.319948613399999e+19,191196.2891,
1.42,190.4255981,,4.3816621650199994e+19,190425.5981,
1.4399999,189.6633759,,4.443375408072242e+19,189663.3759,
1.4599999,188.9094849,,4.505088959692241e+19,188909.48489999998,
1.48,188.1637726,,4.56680281988e+19,188163.7726,
1.5,187.4261017,,4.6285163715e+19,187426.1017,
1.52,186.6963501,,4.69022992312e+19,186696.35009999998,
1.54,185.9743805,,4.75194347474e+19,185974.3805,
1.5599999,185.2601013,,4.813656717792242e+19,185260.1013,
1.5799999,184.5533295,,4.875370269412241e+19,184553.3295,
1.5999999,183.8539734,,4.9370838210322416e+19,183853.9734,
1.62,183.1618958,,4.99879768122e+19,183161.8958,
1.64,182.4769897,,5.0605112328399995e+19,182476.98969999998,
1.66,181.7991638,,5.12222478446e+19,181799.1638,
1.6799999,181.1282654,,5.183938027512242e+19,181128.2654,
1.6999999,180.4642181,,5.2456515791322415e+19,180464.2181,
1.7199999,179.8068848,,5.307365130752242e+19,179806.8848,
1.74,179.1561584,,5.3690789909399994e+19,179156.15840000001,
1.76,178.5119629,,5.4307925425599996e+19,178511.96289999998,
1.78,177.8741608,,5.49250609418e+19,177874.1608,
1.8,177.2426758,,5.5542196458e+19,177242.6758,
1.8199999,176.6174011,,5.615932888852242e+19,176617.4011,
1.8399999,175.9982452,,5.677646440472242e+19,175998.2452,
1.86,175.3850861,,5.73936030066e+19,175385.0861,
1.88,174.7778931,,5.80107385228e+19,174777.8931,
1.9,174.1765137,,5.8627874039e+19,174176.51369999998,
1.92,173.5808716,,5.924500955519999e+19,173580.87159999998,
1.9399999,172.9908905,,5.986214198572242e+19,172990.8905,
1.9599999,172.4065094,,6.047927750192241e+19,172406.5094,
1.9799999,171.8275909,,6.109641301812241e+19,171827.59089999998,
2.0,171.2540741,,6.171355162e+19,171254.0741,
2.02,170.6859131,,6.23306871362e+19,170685.9131,
2.04,170.1230011,,6.29478226524e+19,170123.00110000002,
2.0599999,169.5652161,,6.356495508292243e+19,169565.2161,
2.0799999,169.012558,,6.418209059912241e+19,169012.55800000002,
2.0999999,168.46492,,6.479922611532241e+19,168464.92,
2.1199999,167.9222107,,6.5416361631522415e+19,167922.2107,
2.1399999,167.3843842,,6.603349714772241e+19,167384.3842,
2.1599998,166.8513641,,6.665062957824483e+19,166851.3641,
2.1800001,166.3230743,,6.726777435147758e+19,166323.0743,
2.2,165.7994537,,6.7884906782000005e+19,165799.45369999998,
2.22,165.280426,,6.850204229820001e+19,165280.426,
2.24,164.7659454,,6.911917781440001e+19,164765.9454,
2.26,164.2559357,,6.973631333059999e+19,164255.9357,
2.28,163.7503357,,7.0353448846799995e+19,163750.3357,
2.3,163.2490845,,7.097058436299999e+19,163249.0845,
2.3199999,162.752121,,7.158771679352241e+19,162752.12099999998,
2.3399999,162.2593994,,7.2204852309722415e+19,162259.3994,
2.3599999,161.770813,,7.282198782592242e+19,161770.813,
2.3799999,161.2863617,,7.343912334212242e+19,161286.36169999998,
2.3999999,160.8059692,,7.405625885832241e+19,160805.9692,
2.4199998,160.3295746,,7.467339128884483e+19,160329.5746,
2.4400001,159.857132,,7.529053606207757e+19,159857.132,
2.46,159.3885651,,7.59076684926e+19,159388.5651,
2.48,158.9238739,,7.65248040088e+19,158923.87389999998,
2.5,158.4629517,,7.7141939525e+19,158462.9517,
2.52,158.0057983,,7.77590750412e+19,158005.7983,
2.54,157.5523071,,7.83762105574e+19,157552.3071,
2.5599999,157.1024933,,7.899334298792242e+19,157102.4933,
2.5799999,156.65625,,7.961047850412242e+19,156656.25,
2.5999999,156.2135773,,8.022761402032241e+19,156213.5773,
2.6199999,155.7744141,,8.08447495365224e+19,155774.4141,
2.6399999,155.3386841,,8.146188505272241e+19,155338.68409999998,
2.6599998,154.9064026,,8.207901748324483e+19,154906.4026,
2.6799998,154.477478,,8.269615299944484e+19,154477.478,
2.7,154.0518646,,8.3313294687e+19,154051.8646,
2.72,153.6295624,,8.39304302032e+19,153629.5624,
2.74,153.2105103,,8.45475657194e+19,153210.51030000002,
2.76,152.7946472,,8.516470123559998e+19,152794.6472,
2.78,152.3819885,,8.57818367518e+19,152381.9885,
2.8,151.9724121,,8.639897226799999e+19,151972.41210000002,
2.8199999,151.5659637,,8.701610469852242e+19,151565.9637,
2.8399999,151.1625519,,8.763324021472241e+19,151162.55190000002,
2.8599999,150.762146,,8.825037573092242e+19,150762.146,
2.8799999,150.3647308,,8.886751124712242e+19,150364.7308,
2.8999999,149.9702301,,8.948464676332243e+19,149970.23010000002,
2.9199998,149.5786591,,9.010177919384483e+19,149578.65910000002,
2.9399998,149.1899719,,9.071891471004484e+19,149189.97189999997,
2.96,148.8040924,,9.13360563976e+19,148804.0924,
2.98,148.4210358,,9.195319191379999e+19,148421.0358,
3.0,148.0407562,,9.257032743e+19,148040.7562,
3.02,147.663208,,9.31874629462e+19,147663.20799999998,
3.04,147.2883453,,9.38045984624e+19,147288.34530000002,
3.0599999,146.9161835,,9.442173089292242e+19,146916.18349999998,
3.0799999,146.5466461,,9.503886640912241e+19,146546.6461,
3.0999999,146.1797485,,9.56560019253224e+19,146179.7485,
3.1199999,145.8154144,,9.627313744152242e+19,145815.4144,
3.1399999,145.4536285,,9.689027295772241e+19,145453.62850000002,
3.1599998,145.0943756,,9.750740538824483e+19,145094.3756,
3.1799998,144.7376251,,9.812454090444484e+19,144737.6251,
3.1999998,144.3833466,,9.874167642064483e+19,144383.34660000002,
3.22,144.0314941,,9.935881810820001e+19,144031.4941,
3.24,143.6820679,,9.99759536244e+19,143682.0679,
3.26,143.335022,,1.005930891406e+20,143335.022,
3.28,142.9903412,,1.0121022465679999e+20,142990.3412,
3.3,142.647995,,1.0182736017299998e+20,142647.995,
3.3199999,142.3079529,,1.0244449260352242e+20,142307.9529,
3.3399999,141.9701691,,1.0306162811972241e+20,141970.1691,
3.3599999,141.6346893,,1.0367876363592242e+20,141634.6893,
3.3799999,141.3014221,,1.0429589915212241e+20,141301.4221,
3.3999999,140.9703522,,1.0491303466832242e+20,140970.3522,
3.4199998,140.6414642,,1.0553016709884482e+20,140641.4642,
3.4399998,140.3147736,,1.0614730261504483e+20,140314.7736,
3.46,139.9901886,,1.067644443026e+20,139990.18860000002,
3.48,139.6677246,,1.0738157981879999e+20,139667.72460000002,
3.5,139.3473663,,1.07998715335e+20,139347.3663,
3.52,139.029068,,1.0861585085119999e+20,139029.068,
3.54,138.7128296,,1.092329863674e+20,138712.8296,
3.5599999,138.3986053,,1.0985011879792242e+20,138398.60530000002,
3.5799999,138.0864105,,1.1046725431412241e+20,138086.4105,
3.5999999,137.7761841,,1.110843898303224e+20,137776.18409999998,
3.6199999,137.467926,,1.1170152534652242e+20,137467.926,
3.6399999,137.1616211,,1.1231866086272241e+20,137161.6211,
3.6599998,136.8572388,,1.1293579329324484e+20,136857.2388,
3.6799998,136.5547638,,1.1355292880944484e+20,136554.7638,
3.6999998,136.2541656,,1.1417006432564483e+20,136254.1656,
3.72,135.9554443,,1.147872060132e+20,135955.4443,
3.74,135.6585693,,1.154043415294e+20,135658.5693,
3.76,135.3635254,,1.160214770456e+20,135363.52539999998,
3.78,135.070282,,1.1663861256179999e+20,135070.28199999998,
3.8,134.7788544,,1.17255748078e+20,134778.8544,
3.8199999,134.4891815,,1.1787288050852241e+20,134489.1815,
3.8399999,134.2012787,,1.1849001602472242e+20,134201.2787,
3.8599999,133.9151154,,1.1910715154092242e+20,133915.11539999998,
3.8799999,133.6306763,,1.1972428705712241e+20,133630.6763,
3.8999999,133.3479462,,1.2034142257332242e+20,133347.9462,
3.9199998,133.0669098,,1.2095855500384482e+20,133066.9098,
3.9399998,132.7875366,,1.2157569052004483e+20,132787.53660000002,
3.9599998,132.5098267,,1.2219282603624482e+20,132509.8267,
3.98,132.2337341,,1.228099677238e+20,132233.7341,
4.0,131.9593048,,1.2342710324e+20,131959.3048,
4.02,131.6864624,,1.2404423875619999e+20,131686.46240000002,
4.04,131.4152222,,1.246613742724e+20,131415.2222,
4.0599999,131.1455688,,1.2527850670292242e+20,131145.5688,
4.0799999,130.8774872,,1.2589564221912241e+20,130877.48719999999,
4.0999999,130.6109314,,1.2651277773532242e+20,130610.9314,
4.1199999,130.3459167,,1.2712991325152241e+20,130345.9167,
4.1399999,130.0824432,,1.2774704876772242e+20,130082.4432,
4.1599998,129.8204651,,1.2836418119824482e+20,129820.4651,
4.1799998,129.559967,,1.2898131671444483e+20,129559.967,
4.1999998,129.3009796,,1.2959845223064483e+20,129300.9796,
4.2199998,129.0434265,,1.3021558774684484e+20,129043.42650000002,
4.2399998,128.7873535,,1.3083272326304483e+20,128787.3535,
4.2599998,128.5326843,,1.3144985877924484e+20,128532.6843,
4.2799997,128.27948,,1.3206699120976726e+20,128279.48000000001,
4.2999997,128.0276489,,1.3268412672596725e+20,128027.6489,
4.3199997,127.7772369,,1.3330126224216726e+20,127777.2369,
4.3399997,127.5282135,,1.3391839775836725e+20,127528.21350000001,
4.3600001,127.2805557,,1.3453554561727757e+20,127280.5557,
4.3800001,127.0342712,,1.3515268113347758e+20,127034.2712,
4.4000001,126.7893372,,1.3576981664967757e+20,126789.33720000001,
4.4200001,126.5457306,,1.3638695216587758e+20,126545.7306,
4.4400001,126.3034668,,1.3700408768207757e+20,126303.4668,
4.46,126.0625,,1.3762122011259999e+20,126062.5,
4.48,125.8228455,,1.3823835562880002e+20,125822.8455,
4.5,125.5844803,,1.38855491145e+20,125584.4803,
4.52,125.3473969,,1.3947262666119999e+20,125347.3969,
4.54,125.1115875,,1.400897621774e+20,125111.5875,
4.5599999,124.8770294,,1.4070689460792241e+20,124877.0294,
4.5799999,124.6437149,,1.413240301241224e+20,124643.7149,
4.5999999,124.4116516,,1.4194116564032242e+20,124411.6516,
4.6199999,124.1808014,,1.4255830115652241e+20,124180.8014,
4.6399999,123.9511795,,1.4317543667272242e+20,123951.1795,
4.6599998,123.7227478,,1.4379256910324482e+20,123722.7478,
4.6799998,123.4955139,,1.4440970461944483e+20,123495.5139,
4.6999998,123.2694626,,1.4502684013564482e+20,123269.4626,
4.7199998,123.0445862,,1.4564397565184483e+20,123044.58619999999,
4.7399998,122.8208771,,1.4626111116804483e+20,122820.8771,
4.7599998,122.5983276,,1.4687824668424484e+20,122598.3276,
4.7799997,122.3769226,,1.4749537911476725e+20,122376.9226,
4.7999997,122.1566467,,1.4811251463096726e+20,122156.6467,
4.8199997,121.9375,,1.4872965014716727e+20,121937.5,
4.8399997,121.7194672,,1.4934678566336725e+20,121719.4672,
4.8599997,121.5025482,,1.4996392117956726e+20,121502.5482,
4.8800001,121.2867203,,1.5058106903847757e+20,121286.7203,
4.9000001,121.0719757,,1.511982045546776e+20,121071.9757,
4.9200001,120.8583298,,1.518153400708776e+20,120858.3298,
4.9400001,120.6457443,,1.5243247558707757e+20,120645.7443,
4.96,120.4342194,,1.530496080176e+20,120434.2194,
4.98,120.2237549,,1.536667435338e+20,120223.7549,
5.0,120.0143356,,1.5428387905e+20,120014.33559999999,
5.02,119.805954,,1.549010145662e+20,119805.954,
5.04,119.598587,,1.555181500824e+20,119598.587,
